UF;MUNICIPIO;TOTAL;MUNICIPIO_clean;id_municipio;longitude;latitude
BA;MARACÁS                            ;2;MARACÁS;450.0;-40.432333;-13.435468
BA;MARAÚ                              ;1;MARAÚ;452.0;-39.013656;-14.103549
BA;MATA DE SÃO JOÃO                   ;5;MATA DE SÃO JOÃO;455.0;-38.300898;-12.530685
BA;MEDEIROS NETO                      ;2;MEDEIROS NETO;457.0;-40.223776;-17.370676
BA;MIGUEL CALMON                      ;3;MIGUEL CALMON;458.0;-40.603084;-11.429891
BA;MONTE SANTO                        ;2;MONTE SANTO;462.0;-39.332077;-10.437413
BA;MORRO DO CHAPÉU                    ;1;MORRO DO CHAPÉU;464.0;-41.156461;-11.548804
BA;MUCURI                             ;6;MUCURI;467.0;-39.556467;-18.075392
BA;MUNIZ FERREIRA                     ;1;MUNIZ FERREIRA;470.0;-39.109247;-13.009227
BA;MURITIBA                           ;2;MURITIBA;472.0;-38.992052;-12.632901
BA;MUTUÍPE                            ;1;MUTUÍPE;473.0;-39.504367;-13.228381
BA;NAZARÉ                             ;3;NAZARÉ;474.0;-39.010835;-13.023491
BA;NORDESTINA                         ;2;NORDESTINA;476.0;-39.429705;-10.819169
BA;NOVA CANAÃ                         ;1;NOVA CANAÃ;477.0;-40.1458;-14.791242
BA;NOVA ITARANA                       ;1;NOVA ITARANA;480.0;-40.065267;-13.024055
BA;NOVA VIÇOSA                        ;3;NOVA VIÇOSA;483.0;-39.374331;-17.892648
BA;NOVO HORIZONTE                     ;4;NOVO HORIZONTE;484.0;-42.168172;-12.808318
BA;OLINDINA                           ;4;OLINDINA;486.0;-38.337863;-11.349693
BA;OLIVEIRA DOS BREJINHOS             ;1;OLIVEIRA DOS BREJINHOS;487.0;-42.896872;-12.313183
BA;OURIÇANGAS                         ;1;OURIÇANGAS;488.0;-38.616624;-12.017497
BA;OUROLÂNDIA                         ;1;OUROLÂNDIA;489.0;-41.075576;-10.957848
BA;PALMAS DE MONTE ALTO               ;8;PALMAS DE MONTE ALTO;490.0;-43.16086;-14.267562
BA;PALMEIRAS                          ;2;PALMEIRAS;491.0;-41.580886;-12.505865
BA;PARATINGA                          ;1;PARATINGA;493.0;-43.179794;-12.686974
BA;PARIPIRANGA                        ;2;PARIPIRANGA;494.0;-37.862561;-10.685885
BA;PAU BRASIL                         ;3;PAU BRASIL;495.0;-39.645794;-15.457226
BA;PAULO AFONSO                       ;27;PAULO AFONSO;496.0;-38.22156;-9.398296
BA;PIATÃ                              ;2;PIATÃ;500.0;-41.770177;-13.146549
BA;PILÃO ARCADO                       ;5;PILÃO ARCADO;501.0;-42.493607;-10.005079
BA;PINDAÍ                             ;6;PINDAÍ;502.0;-42.685984;-14.492128
BA;PINDOBAÇU                          ;3;PINDOBAÇU;503.0;-40.367472;-10.743338
BA;PIRIPÁ                             ;9;PIRIPÁ;506.0;-41.716841;-14.944379
BA;PIRITIBA                           ;1;PIRITIBA;507.0;-40.558739;-11.730008
BA;PLANALTO                           ;6;PLANALTO;509.0;-40.471843;-14.66537
BA;POJUCA                             ;3;POJUCA;511.0;-38.337436;-12.430336
BA;PONTO NOVO                         ;1;PONTO NOVO;512.0;-40.131144;-10.8653
BA;PORTO SEGURO                       ;16;PORTO SEGURO;513.0;-39.064251;-16.443473
BA;POTIRAGUÁ                          ;2;POTIRAGUÁ;514.0;-39.863846;-15.59429
BA;POÇÕES                             ;4;POÇÕES;510.0;-40.363354;-14.523391
BA;PRADO                              ;5;PRADO;515.0;-39.222721;-17.336357
BA;PRESIDENTE DUTRA                   ;2;PRESIDENTE DUTRA;516.0;-41.984341;-11.292345
BA;PRESIDENTE JÂNIO QUADROS           ;6;PRESIDENTE JÂNIO QUADROS;517.0;-41.679792;-14.688485
BA;QUEIMADAS                          ;3;QUEIMADAS;519.0;-39.629347;-10.973561
BA;QUIJINGUE                          ;2;QUIJINGUE;520.0;-39.213694;-10.750519
BA;QUIXABEIRA                         ;1;QUIXABEIRA;521.0;-40.120045;-11.403061
BA;REMANSO                            ;13;REMANSO;523.0;-42.084839;-9.61944
BA;RETIROLÂNDIA                       ;1;RETIROLÂNDIA;524.0;-39.423358;-11.483198
BA;RIACHÃO DAS NEVES                  ;7;RIACHÃO DAS NEVES;525.0;-44.914259;-11.750755
BA;RIBEIRA DO POMBAL                  ;1;RIBEIRA DO POMBAL;529.0;-38.538152;-10.837299
BA;RIO DO ANTÔNIO                     ;4;RIO DO ANTÔNIO;532.0;-42.072103;-14.407144
BA;RIO REAL                           ;2;RIO REAL;534.0;-37.933243;-11.48137
BA;RODELAS                            ;1;RODELAS;535.0;-38.77999;-8.850214
BA;SALINAS DA MARGARIDA               ;1;SALINAS DA MARGARIDA;537.0;-38.756164;-12.873014
BA;SALVADOR                           ;555;SALVADOR;538.0;-38.501068;-12.97178
BA;SANTA BÁRBARA                      ;1;SANTA BÁRBARA;539.0;-38.968085;-11.95149
BA;SANTA CRUZ CABRÁLIA                ;5;SANTA CRUZ CABRÁLIA;541.0;-39.029495;-16.282529
BA;SANTA MARIA DA VITÓRIA             ;4;SANTA MARIA DA VITÓRIA;546.0;-44.201057;-13.385867
BA;SANTA RITA DE CÁSSIA               ;1;SANTA RITA DE CÁSSIA;549.0;-44.525496;-11.006253
BA;SANTA TEREZINHA                    ;1;SANTA TEREZINHA;;;
BA;SANTALUZ                           ;3;SANTALUZ;544.0;-39.375005;-11.250826
BA;SANTO AMARO                        ;6;SANTO AMARO;551.0;-38.713679;-12.547206
BA;SANTO ANTÔNIO DE JESUS             ;6;SANTO ANTÔNIO DE JESUS;552.0;-39.258403;-12.961387
BA;SANTO ESTÊVÃO                      ;4;SANTO ESTÊVÃO;553.0;-39.250541;-12.427981
BA;SAUBARA                            ;1;SAUBARA;568.0;-38.762473;-12.738664
BA;SAÚDE                              ;4;SAÚDE;569.0;-40.415458;-10.94279
BA;SEABRA                             ;2;SEABRA;570.0;-41.772159;-12.416905
BA;SEBASTIÃO LARANJEIRAS              ;4;SEBASTIÃO LARANJEIRAS;571.0;-42.943438;-14.571002
BA;SENHOR DO BONFIM                   ;14;SENHOR DO BONFIM;572.0;-40.186532;-10.459354
BA;SENTO SÉ                           ;3;SENTO SÉ;573.0;-41.878563;-9.741378
BA;SERRA DO RAMALHO                   ;4;SERRA DO RAMALHO;574.0;-43.592907;-13.565889
BA;SERRINHA                           ;4;SERRINHA;577.0;-39.009976;-11.658407
BA;SIMÕES FILHO                       ;17;SIMÕES FILHO;579.0;-38.402944;-12.786587
BA;SOBRADINHO                         ;10;SOBRADINHO;582.0;-40.81455;-9.450243
BA;SÃO DESIDÉRIO                      ;12;SÃO DESIDÉRIO;554.0;-44.976881;-12.357196
BA;SÃO DOMINGOS                       ;1;SÃO DOMINGOS;555.0;-39.526792;-11.464927
BA;SÃO FRANCISCO DO CONDE             ;1;SÃO FRANCISCO DO CONDE;559.0;-38.678601;-12.618345
BA;SÃO GABRIEL                        ;2;SÃO GABRIEL;560.0;-41.884267;-11.217453
BA;SÃO GONÇALO DOS CAMPOS             ;3;SÃO GONÇALO DOS CAMPOS;561.0;-38.966294;-12.433096
BA;SÃO JOSÉ DA VITÓRIA                ;1;SÃO JOSÉ DA VITÓRIA;562.0;-39.343685;-15.078666
BA;SÍTIO DO MATO                      ;1;SÍTIO DO MATO;580.0;-43.468921;-13.080149
BA;SÍTIO DO QUINTO                    ;1;SÍTIO DO QUINTO;581.0;-38.221325;-10.354453
BA;TABOCAS DO BREJO VELHO             ;1;TABOCAS DO BREJO VELHO;584.0;-44.007449;-12.702634
BA;TANHAÇU                            ;1;TANHAÇU;585.0;-41.247271;-14.019662
BA;TEIXEIRA DE FREITAS                ;20;TEIXEIRA DE FREITAS;590.0;-39.739962;-17.539915
BA;TEODORO SAMPAIO                    ;2;TEODORO SAMPAIO;591.0;-38.634738;-12.294998
BA;TEOLÂNDIA                          ;1;TEOLÂNDIA;593.0;-39.483986;-13.589639
BA;TREMEDAL                           ;2;TREMEDAL;595.0;-41.414198;-14.973625
BA;TUCANO                             ;4;TUCANO;596.0;-38.789407;-10.958388
BA;UAUÁ                               ;12;UAUÁ;597.0;-39.479396;-9.833247
BA;UBATÃ                              ;4;UBATÃ;600.0;-39.520696;-14.206336
BA;UMBURANAS                          ;1;UMBURANAS;602.0;-41.323428;-10.733902
BA;UNA                                ;7;UNA;603.0;-39.076507;-15.279076
BA;URANDI                             ;6;URANDI;604.0;-42.649766;-14.767799
BA;URUÇUCA                            ;1;URUÇUCA;605.0;-39.285085;-14.596268
BA;UTINGA                             ;2;UTINGA;606.0;-41.095432;-12.078277
BA;VALENTE                            ;1;VALENTE;608.0;-39.456953;-11.406233
BA;VALENÇA                            ;8;VALENÇA;607.0;-39.072953;-13.366948
BA;VERA CRUZ                          ;9;VERA CRUZ;613.0;-38.615295;-12.956845
BA;VITÓRIA DA CONQUISTA               ;62;VITÓRIA DA CONQUISTA;615.0;-40.844159;-14.861466
BA;WAGNER                             ;1;WAGNER;616.0;-41.171476;-12.281901
BA;WANDERLEY                          ;1;WANDERLEY;617.0;-43.895787;-12.114375
BA;XIQUE-XIQUE                        ;9;XIQUE-XIQUE;619.0;-42.724545;-10.82296
CE;ABAIARA                            ;17;ABAIARA;620.0;-39.04159;-7.345879
CE;ACOPIARA                           ;15;ACOPIARA;623.0;-39.448042;-6.089114
CE;AIUABA                             ;9;AIUABA;624.0;-40.11782;-6.571216
CE;ALTO SANTO                         ;4;ALTO SANTO;627.0;-38.274318;-5.508941
CE;AMONTADA                           ;6;AMONTADA;628.0;-39.828816;-3.360166
CE;ANTONINA DO NORTE                  ;1;ANTONINA DO NORTE;629.0;-39.98697;-6.769193
CE;APUIARÉS                           ;1;APUIARÉS;630.0;-39.43593;-3.945057
CE;AQUIRAZ                            ;9;AQUIRAZ;631.0;-38.389563;-3.899293
CE;ARACATI                            ;10;ARACATI;632.0;-37.767894;-4.558259
CE;ARACOIABA                          ;3;ARACOIABA;633.0;-38.812512;-4.36872
CE;ARARENDÁ                           ;2;ARARENDÁ;634.0;-40.83099;-4.745667
CE;ARNEIROZ                           ;5;ARNEIROZ;637.0;-40.165285;-6.316499
CE;ASSARÉ                             ;1;ASSARÉ;638.0;-39.868872;-6.866897
CE;AURORA                             ;1;AURORA;639.0;-38.974221;-6.933487
CE;BANABUIÚ                           ;4;BANABUIÚ;641.0;-38.913175;-5.304544
CE;BARBALHA                           ;19;BARBALHA;642.0;-39.30208;-7.298203
CE;BARREIRA                           ;3;BARREIRA;643.0;-38.64291;-4.289206
CE;BARRO                              ;4;BARRO;644.0;-38.774133;-7.171879
CE;BATURITÉ                           ;7;BATURITÉ;646.0;-38.881206;-4.325983
CE;BELA CRUZ                          ;1;BELA CRUZ;648.0;-40.167127;-3.049964
CE;BOA VIAGEM                         ;9;BOA VIAGEM;649.0;-39.733652;-5.112583
CE;BREJO SANTO                        ;17;BREJO SANTO;650.0;-38.979911;-7.484686
CE;CAMOCIM                            ;2;CAMOCIM;651.0;-40.854362;-2.900499
CE;CAMPOS SALES                       ;3;CAMPOS SALES;652.0;-40.368678;-7.067611
CE;CANINDÉ                            ;14;CANINDÉ;653.0;-39.315505;-4.351618
CE;CAPISTRANO                         ;3;CAPISTRANO;654.0;-38.904842;-4.455688
CE;CARIDADE                           ;3;CARIDADE;655.0;-39.191166;-4.225141
CE;CARIRIAÇU                          ;3;CARIRIAÇU;657.0;-39.28276;-7.028076
CE;CARIRÉ                             ;5;CARIRÉ;656.0;-40.476028;-3.948584
CE;CARIÚS                             ;4;CARIÚS;658.0;-39.491619;-6.524282
CE;CASCAVEL                           ;8;CASCAVEL;660.0;-38.241178;-4.129666
CE;CATARINA                           ;1;CATARINA;661.0;-39.873644;-6.122911
CE;CAUCAIA                            ;63;CAUCAIA;663.0;-38.661931;-3.727966
CE;CEDRO                              ;3;CEDRO;664.0;-39.060869;-6.600342
CE;CHAVAL                             ;1;CHAVAL;665.0;-41.24346;-3.035708
CE;CHORÓ                              ;3;CHORÓ;666.0;-39.134397;-4.839062
CE;COREAÚ                             ;1;COREAÚ;668.0;-40.658656;-3.541496
CE;CRATEÚS                            ;18;CRATEÚS;669.0;-40.653635;-5.167683
CE;CRATO                              ;19;CRATO;670.0;-39.410299;-7.215303
CE;ERERÉ                              ;2;ERERÉ;674.0;-38.346113;-6.027508
CE;EUSÉBIO                            ;3;EUSÉBIO;675.0;-38.455875;-3.892501
CE;FARIAS BRITO                       ;1;FARIAS BRITO;676.0;-39.565114;-6.92146
CE;FORTALEZA                          ;707;FORTALEZA;678.0;-38.542298;-3.716638
CE;FORTIM                             ;5;FORTIM;679.0;-37.798056;-4.451256
CE;FRECHEIRINHA                       ;1;FRECHEIRINHA;680.0;-40.818019;-3.755572
CE;GRANJA                             ;1;GRANJA;683.0;-40.837205;-3.127879
CE;GROAÍRAS                           ;3;GROAÍRAS;685.0;-40.385225;-3.917868
CE;GUAIÚBA                            ;1;GUAIÚBA;686.0;-38.640372;-4.040571
CE;GUARACIABA DO NORTE                ;4;GUARACIABA DO NORTE;687.0;-40.747588;-4.158136
CE;HIDROLÂNDIA                        ;2;HIDROLÂNDIA;689.0;-40.405595;-4.409579
CE;HORIZONTE                          ;1;HORIZONTE;690.0;-38.470674;-4.120896
CE;IBARETAMA                          ;1;IBARETAMA;691.0;-38.750085;-4.803764
CE;IBIAPINA                           ;3;IBIAPINA;692.0;-40.891147;-3.924025
CE;ICAPUÍ                             ;4;ICAPUÍ;694.0;-37.353062;-4.712063
CE;ICÓ                                ;53;ICÓ;695.0;-38.855352;-6.396271
CE;IGUATU                             ;38;IGUATU;696.0;-39.28915;-6.362806
CE;INDEPENDÊNCIA                      ;18;INDEPENDÊNCIA;697.0;-40.308526;-5.387889
CE;IPAPORANGA                         ;2;IPAPORANGA;698.0;-40.753705;-4.897636
CE;IPU                                ;5;IPU;700.0;-40.705877;-4.317484
CE;IPUEIRAS                           ;3;IPUEIRAS;701.0;-40.711764;-4.538021
CE;IRACEMA                            ;4;IRACEMA;702.0;-38.291943;-5.8124
CE;IRAUÇUBA                           ;5;IRAUÇUBA;703.0;-39.784332;-3.747367
CE;ITAITINGA                          ;3;ITAITINGA;705.0;-38.529763;-3.965768
CE;ITAIÇABA                           ;1;ITAIÇABA;704.0;-37.832957;-4.671461
CE;ITAPAJÉ                            ;1;ITAPAJÉ;706.0;-39.585531;-3.683137
CE;ITAPIPOCA                          ;11;ITAPIPOCA;707.0;-39.583571;-3.499329
CE;ITAPIÚNA                           ;1;ITAPIÚNA;708.0;-38.928113;-4.555165
CE;ITAREMA                            ;1;ITAREMA;709.0;-39.916654;-2.924797
CE;JAGUARETAMA                        ;17;JAGUARETAMA;711.0;-38.763861;-5.605096
CE;JAGUARIBARA                        ;2;JAGUARIBARA;712.0;-38.535878;-5.677651
CE;JAGUARIBE                          ;10;JAGUARIBE;713.0;-38.622653;-5.902134
CE;JAGUARUANA                         ;4;JAGUARUANA;714.0;-37.780997;-4.831508
CE;JARDIM                             ;3;JARDIM;715.0;-39.28262;-7.575989
CE;JATI                               ;1;JATI;716.0;-39.002871;-7.6797
CE;JUAZEIRO DO NORTE                  ;90;JUAZEIRO DO NORTE;718.0;-39.307593;-7.196207
CE;JUCÁS                              ;10;JUCÁS;719.0;-39.518679;-6.515229
CE;LAVRAS DA MANGABEIRA               ;12;LAVRAS DA MANGABEIRA;720.0;-38.970619;-6.744801
CE;LIMOEIRO DO NORTE                  ;12;LIMOEIRO DO NORTE;721.0;-38.084693;-5.143921
CE;MADALENA                           ;1;MADALENA;722.0;-39.572542;-4.846012
CE;MARACANAÚ                          ;33;MARACANAÚ;723.0;-38.625901;-3.86699
CE;MARANGUAPE                         ;19;MARANGUAPE;724.0;-38.682911;-3.891432
CE;MARCO                              ;3;MARCO;725.0;-40.15824;-3.128501
CE;MARTINÓPOLE                        ;4;MARTINÓPOLE;726.0;-40.689581;-3.225198
CE;MASSAPÊ                            ;2;MASSAPÊ;727.0;-40.342271;-3.523645
CE;MAURITI                            ;7;MAURITI;728.0;-38.770786;-7.385974
CE;MERUOCA                            ;3;MERUOCA;729.0;-40.453106;-3.539741
CE;MILAGRES                           ;3;MILAGRES;730.0;-38.937829;-7.297492
CE;MIRAÍMA                            ;1;MIRAÍMA;732.0;-39.966267;-3.568674
CE;MISSÃO VELHA                       ;4;MISSÃO VELHA;733.0;-39.143046;-7.235219
CE;MOMBAÇA                            ;15;MOMBAÇA;734.0;-39.630009;-5.738442
CE;MORADA NOVA                        ;20;MORADA NOVA;736.0;-38.370158;-5.09736
CE;MUCAMBO                            ;1;MUCAMBO;739.0;-40.745222;-3.902714
CE;NOVA OLINDA                        ;3;NOVA OLINDA;741.0;-39.67128;-7.084145
CE;NOVA RUSSAS                        ;4;NOVA RUSSAS;742.0;-40.562118;-4.705807
CE;ORÓS                               ;18;ORÓS;745.0;-38.905264;-6.251816
CE;PACAJUS                            ;6;PACAJUS;746.0;-38.464988;-4.171073
CE;PACATUBA                           ;5;PACATUBA;747.0;-38.618296;-3.978396
CE;PACOTI                             ;1;PACOTI;748.0;-38.922011;-4.224918
CE;PARACURU                           ;2;PARACURU;752.0;-39.030028;-3.41436
CE;PARAIPABA                          ;3;PARAIPABA;753.0;-39.147868;-3.437987
CE;PARAMBU                            ;5;PARAMBU;754.0;-40.690524;-6.207681
CE;PARAMOTI                           ;2;PARAMOTI;755.0;-39.241691;-4.088146
CE;PEDRA BRANCA                       ;19;PEDRA BRANCA;756.0;-39.707771;-5.453411
CE;PENAFORTE                          ;1;PENAFORTE;757.0;-39.070724;-7.82163
CE;PENTECOSTE                         ;4;PENTECOSTE;758.0;-39.269159;-3.792736
CE;PEREIRO                            ;3;PEREIRO;759.0;-38.462397;-6.035761
CE;PIQUET CARNEIRO                    ;5;PIQUET CARNEIRO;761.0;-39.417017;-5.800251
CE;PIRES FERREIRA                     ;1;PIRES FERREIRA;762.0;-40.64418;-4.239218
CE;PORANGA                            ;5;PORANGA;763.0;-40.920533;-4.746717
CE;PORTEIRAS                          ;4;PORTEIRAS;764.0;-39.114028;-7.522647
CE;POTIRETAMA                         ;2;POTIRETAMA;766.0;-38.157804;-5.71287
CE;QUITERIANÓPOLIS                    ;1;QUITERIANÓPOLIS;767.0;-40.700217;-5.842496
CE;QUIXADÁ                            ;43;QUIXADÁ;768.0;-39.015474;-4.966301
CE;QUIXELÔ                            ;3;QUIXELÔ;769.0;-39.201067;-6.246369
CE;QUIXERAMOBIM                       ;30;QUIXERAMOBIM;770.0;-39.288947;-5.190672
CE;QUIXERÉ                            ;3;QUIXERÉ;771.0;-37.9802;-5.071482
CE;RUSSAS                             ;47;RUSSAS;774.0;-37.972086;-4.926727
CE;SABOEIRO                           ;4;SABOEIRO;775.0;-39.90173;-6.534595
CE;SANTA QUITÉRIA                     ;7;SANTA QUITÉRIA;779.0;-40.152305;-4.326081
CE;SANTANA DO CARIRI                  ;3;SANTANA DO CARIRI;778.0;-39.730161;-7.176125
CE;SENADOR POMPEU                     ;7;SENADOR POMPEU;784.0;-39.370369;-5.582444
CE;SOBRAL                             ;20;SOBRAL;786.0;-40.34821;-3.689133
CE;SOLONÓPOLE                         ;7;SOLONÓPOLE;787.0;-39.01072;-5.718936
CE;SÃO BENEDITO                       ;4;SÃO BENEDITO;780.0;-40.859572;-4.047131
CE;SÃO GONÇALO DO AMARANTE            ;6;SÃO GONÇALO DO AMARANTE;781.0;-38.972646;-3.605149
CE;SÃO JOÃO DO JAGUARIBE              ;9;SÃO JOÃO DO JAGUARIBE;782.0;-38.269366;-5.275164
CE;SÃO LUÍS DO CURU                   ;1;SÃO LUÍS DO CURU;783.0;-39.239123;-3.66976
CE;TABULEIRO DO NORTE                 ;19;TABULEIRO DO NORTE;788.0;-38.128175;-5.243527
CE;TAMBORIL                           ;3;TAMBORIL;789.0;-40.319593;-4.831364
CE;TAUÁ                               ;35;TAUÁ;791.0;-40.296802;-5.985853
CE;TEJUÇUOCA                          ;2;TEJUÇUOCA;792.0;-39.579866;-3.988307
CE;TIANGUÁ                            ;6;TIANGUÁ;793.0;-40.992286;-3.729645
CE;TRAIRI                             ;2;TRAIRI;794.0;-39.268126;-3.269323
CE;UBAJARA                            ;5;UBAJARA;796.0;-40.920437;-3.854479
CE;UMARI                              ;1;UMARI;797.0;-38.700798;-6.638926
CE;UMIRIM                             ;2;UMIRIM;798.0;-39.346513;-3.676541
CE;URUBURETAMA                        ;2;URUBURETAMA;799.0;-39.510677;-3.623165
CE;VARJOTA                            ;1;VARJOTA;801.0;-40.474083;-4.193871
CE;VIÇOSA DO CEARÁ                    ;1;VIÇOSA DO CEARÁ;803.0;-41.091554;-3.566703
CE;VÁRZEA ALEGRE                      ;5;VÁRZEA ALEGRE;802.0;-39.294155;-6.782642
DF;BRASÍLIA                           ;1604;BRASÍLIA;804.0;-47.929657;-15.779522
ES;AFONSO CLÁUDIO                     ;105;AFONSO CLÁUDIO;807.0;-41.12606;-20.077841
ES;ALEGRE                             ;45;ALEGRE;810.0;-41.538237;-20.758041
ES;ALFREDO CHAVES                     ;22;ALFREDO CHAVES;811.0;-40.754289;-20.639627
ES;ALTO RIO NOVO                      ;3;ALTO RIO NOVO;812.0;-41.020909;-19.061797
ES;ANCHIETA                           ;15;ANCHIETA;813.0;-40.642545;-20.795499
ES;APIACÁ                             ;4;APIACÁ;814.0;-41.569297;-21.152272
ES;ARACRUZ                            ;52;ARACRUZ;815.0;-40.276441;-19.820045
